id,score,target
16832640,0-2,away
16888920,1-2,away
17175160,1-0,home
17559750,1-0,home
17560388,3-2,home
12013062,0-1,away
12013061,1-0,home
12013063,1-1,draw
16832968,1-2,away
17125771,1-0,home
13528842,4-2,home
16775388,3-0,home
13528836,1-1,draw
17132939,1-3,away
17222269,1-2,away
17126075,2-1,home
17249835,1-1,draw
17222262,2-1,home
17222350,4-2,home
17125964,2-2,draw
12045190,1-0,home
16832974,4-3,home
17126145,6-1,home
17001013,2-1,home
17131423,1-2,away
17131425,1-1,draw
14069033,0-1,away
17135750,4-0,home
17222219,1-1,draw
16832972,1-0,home
17355784,4-2,home
16548524,0-1,away
16548527,1-0,home
16833699,0-1,away
16833700,2-0,home
17634101,0-0,draw
16833702,3-1,home
17634102,0-1,away
16774263,2-0,home
16774262,3-1,home
16774261,1-1,draw
17634103,1-0,home
16774260,0-0,draw
16774259,1-0,home
16833701,3-0,home
16887508,0-2,away
16887509,0-1,away
16887505,1-3,away
16833704,1-1,draw
16887507,0-1,away
16833707,2-1,home
16833708,0-1,away
16833705,0-0,draw
17600986,1-1,draw
17126190,3-1,home
16887504,1-1,draw
16887503,3-2,home
17014150,2-0,home
16548526,2-1,home
16923911,2-0,home
16923910,2-2,draw
17175787,3-1,home
17639440,1-2,away
17176117,3-6,away
17639439,0-0,draw
16774152,0-3,away
17632487,0-2,away
17632489,1-0,home
16774153,0-0,draw
16944716,0-1,away
11984483,4-0,home
11984369,1-0,home
11984482,1-3,away
17639435,1-1,draw
17639436,0-0,draw
17639437,0-1,away
17125747,2-4,away
17242896,0-2,away
17241524,2-1,home
17241518,0-1,away
17240863,0-0,draw
17240564,0-0,draw
17241170,1-0,home
17242892,4-0,home
17241175,1-0,home
17175070,3-1,home
16777431,1-2,away
16832650,0-2,away
16888916,2-1,home
16777433,0-3,away
17318101,0-2,away
17572380,4-0,home
17176102,3-4,away
16774156,1-3,away
17576428,0-2,away
17194922,1-0,home
16521821,1-0,home
17366582,2-4,away
17366583,0-2,away
17213889,3-0,home
16774155,1-0,home
16832973,2-1,home
17135472,0-0,draw
17576427,1-0,home
17157760,2-1,home
17601013,5-0,home
12045194,0-2,away
17465980,1-2,away
17213886,0-1,away
17611749,0-1,away
17447737,1-2,away
17014151,1-1,draw
16887506,2-2,draw
17213888,2-2,draw
17125505,2-2,draw
17572501,0-2,away
17082866,1-2,away
16858373,2-1,home
16774154,3-0,home
17386795,2-2,draw
14050307,2-4,away
12004005,2-3,away
12004039,2-1,home
12004041,4-1,home
12004060,0-1,away
17572381,0-1,away
17194924,2-2,draw
17194923,1-0,home
17572382,2-1,home
17176321,2-0,home
17212708,1-1,draw
13616711,3-1,home
12004120,3-2,home
13616707,0-9,away
12004022,1-1,draw
16832971,2-1,home
12056580,3-1,home
16832969,1-4,away
13528841,1-0,home
13528838,1-2,away
16548519,3-1,home
16746970,1-3,away
16548518,3-1,home
17071905,1-0,home
16548525,1-1,draw
13528837,5-0,home
16548522,0-2,away
16777432,3-0,home
16548520,0-0,draw
16548523,0-3,away
17157768,1-1,draw
17601018,1-1,draw
17447781,0-2,away
17447780,1-0,home
17447779,0-0,draw
17447778,0-2,away
17447777,1-1,draw
17447776,2-0,home
17447774,0-1,away
17361250,2-1,home
17361226,1-1,draw
16935194,2-3,away
16135467,3-1,home
16135468,1-1,draw
16135469,0-5,away
16631721,1-3,away
17011090,5-1,home
17011092,4-0,home
17011094,2-1,home
17155071,2-0,home
17011096,2-1,home
11984371,4-1,home
17011097,0-0,draw
17155051,0-0,draw
17155031,1-3,away
17155030,3-1,home
17155011,4-1,home
17155010,4-2,home
16135466,2-1,home
16135465,3-1,home
16135464,1-0,home
17561063,1-3,away
17182992,3-0,home
17611752,1-3,away
16935227,0-1,away
17155050,5-0,home
17056691,2-2,draw
16614178,4-0,home
17154991,2-0,home
17154970,2-2,draw
17572360,2-1,home
11984484,1-1,draw
17561100,1-1,draw
17561099,3-2,home
17561088,1-2,away
17561087,2-1,home
17572361,0-5,away
16294430,4-0,home
17213891,0-4,away
17079461,2-0,home
16746974,2-2,draw
17011095,3-0,home
16746966,2-1,home
16746967,2-2,draw
16746969,2-0,home
16746968,2-0,home
16832967,0-0,draw
16746973,1-6,away
16746975,2-0,home
13528840,0-1,away
16953404,3-2,home
17154971,1-1,draw
16953405,0-3,away
17572385,0-0,draw
17397611,4-1,home
16832333,3-1,home
17213885,2-0,home
17303675,0-4,away
17131991,3-0,home
16953400,1-2,away
17212997,1-1,draw
17052879,1-1,draw
17520370,4-0,home
16953401,0-1,away
16953403,0-1,away
17131548,3-1,home
11990985,0-0,draw
17303691,5-2,home
17560683,3-2,home
17560674,1-3,away
17560633,0-3,away
17303695,1-0,home
16953402,2-1,home
17361251,2-1,home
17361239,1-4,away
17361238,2-1,home
17361227,0-3,away
17361052,3-2,home
16759633,1-1,draw
17561075,1-1,draw
17103069,2-1,home
17561076,1-1,draw
17361053,3-0,home
12021413,2-2,draw
17611751,1-3,away
12021414,0-0,draw
17227557,4-0,home
17572499,2-1,home
17225353,0-3,away
17477515,1-1,draw
12027727,2-1,home
17572384,2-1,home
17103076,0-0,draw
16833338,0-1,away
17341866,1-0,home
17604507,3-1,home
17604510,1-1,draw
17604505,4-3,home
17604506,1-1,draw
16887889,0-1,away
17245552,3-0,home
17477516,3-0,home
12021415,0-1,away
17341864,1-1,draw
17341862,3-2,home
17604513,1-1,draw
17604512,0-0,draw
17604511,1-2,away
17249892,2-1,home
17249904,2-2,draw
16887890,0-1,away
17399795,0-1,away
12029594,1-1,draw
17249866,0-1,away
16887891,5-1,home
17601153,1-1,draw
17356126,1-1,draw
17249961,3-2,home
17559751,2-0,home
17601005,0-0,draw
17175069,1-3,away
16924326,1-1,draw
16775875,2-1,home
16775872,0-8,away
17560010,0-0,draw
17600979,1-1,draw
17600983,1-3,away
17601020,3-0,home
17601008,2-0,home
17601002,3-0,home
17305537,0-0,draw
16775873,4-0,home
17305541,0-1,away
16888913,2-1,home
17638304,0-0,draw
17560389,1-2,away
17004536,0-0,draw
17004540,1-0,home
17004539,1-1,draw
17004537,1-1,draw
17195287,3-2,home
17004533,0-3,away
16775874,2-2,draw
17004534,0-3,away
17634105,2-0,home
17634104,1-1,draw
17600999,2-0,home
17000460,1-1,draw
16923905,0-1,away
16923904,1-1,draw
17132756,2-1,home
16824925,1-1,draw
16775871,1-1,draw
12021588,0-0,draw
16888915,0-1,away
12029335,0-2,away
17601000,2-0,home
16775877,3-1,home
17611750,0-1,away
17213890,0-1,away
17004535,2-0,home
12029336,1-1,draw
17626069,2-0,home
16923908,3-0,home
16833341,3-0,home
12021585,2-1,home
17323783,2-3,away
17225361,1-1,draw
17213884,2-0,home
17560892,2-1,home
17560893,0-1,away
17626033,0-2,away
16727477,0-1,away
17600998,2-1,home
17361287,0-2,away
17361274,3-3,draw
17361275,3-1,home
17361262,3-2,home
17361080,4-3,home
17361263,2-4,away
17361286,4-1,home
17361068,5-0,home
17361298,1-2,away
17361299,1-0,home
17361334,1-3,away
17361322,2-0,home
16833342,4-0,home
17611748,1-1,draw
17056692,1-2,away
17056740,0-1,away
17225359,0-3,away
17011093,3-3,draw
17011091,1-2,away
17011098,2-1,home
17397606,3-1,home
17103075,0-0,draw
12021416,0-0,draw
17447746,0-1,away
12021417,3-2,home
17303696,2-4,away
12029338,1-0,home
17561064,3-4,away
17361311,1-4,away
17361093,0-3,away
17361310,4-0,home
17361069,3-0,home
17361323,4-0,home
17361335,0-1,away
17361346,1-0,home
17361092,1-4,away
17361358,2-1,home
17361347,3-1,home
17361359,5-0,home
17361081,4-1,home
17572516,1-0,home
17495565,1-0,home
12029339,2-1,home
17246446,2-1,home
11991240,0-3,away
16833343,1-2,away
17011099,2-0,home
17341854,1-0,home
17604514,1-2,away
17604515,0-2,away
16833344,1-1,draw
17162593,1-0,home
16904510,1-1,draw
17633245,1-3,away
17495566,2-1,home
11991238,2-1,home
17604519,4-0,home
17604518,0-0,draw
17604517,2-1,home
17604516,1-1,draw
17341860,0-1,away
12000429,3-0,home
16833345,2-2,draw
16833340,3-0,home
17245549,4-1,home
16833346,2-1,home
16887892,3-2,home
16833339,1-1,draw
17576812,6-0,home
17639726,4-1,home
17639886,0-0,draw
17639724,4-3,home
17640437,0-3,away
17640439,0-2,away
17243486,4-2,home
17243488,4-0,home
17243460,0-0,draw
17243459,2-0,home
17243458,1-1,draw
17243487,1-0,home
17243485,6-2,home
17639735,2-0,home
17638863,1-4,away
17638865,0-0,draw
17638864,2-0,home
17455932,2-1,home
17639734,4-3,home
17455933,3-1,home
16924325,2-0,home
16454044,0-5,away
16834503,0-4,away
16465839,0-1,away
17305536,7-0,home
17056521,1-2,away
17305542,4-0,home
17305539,0-2,away
17638310,1-1,draw
17560393,3-4,away
17341870,0-2,away
17341872,2-0,home
17341869,1-1,draw
17341873,1-1,draw
16487161,2-0,home
17341871,2-0,home
16487160,3-1,home
17132952,0-3,away
16832536,2-1,home
17132953,3-1,home
17135811,0-1,away
17222231,1-0,home
17222279,3-3,draw
17341867,0-0,draw
17341868,2-1,home
16465841,1-0,home
17056524,2-0,home
17056191,0-3,away
17305538,4-2,home
17132466,2-2,draw
16997451,1-3,away
16924327,3-1,home
16858486,1-5,away
17323784,0-0,draw
17626070,2-0,home
16899412,3-0,home
17638507,1-0,home
16899413,0-1,away
16899407,1-2,away
17491341,2-2,draw
17491342,0-0,draw
16899409,1-1,draw
17638510,3-2,home
16899406,1-1,draw
17638505,3-1,home
17175896,0-3,away
17154617,4-3,home
17154620,2-1,home
17491346,0-3,away
17491340,0-0,draw
12021586,2-0,home
17517381,3-0,home
17517382,0-2,away
17560894,0-0,draw
17323785,0-2,away
17323786,3-0,home
17560394,0-0,draw
17132758,1-0,home
12029337,1-2,away
12020380,0-0,draw
16904710,0-2,away
12029334,0-3,away
17110454,2-1,home
17110455,0-1,away
16832382,4-0,home
17242560,1-3,away
16465838,3-0,home
16725414,1-1,draw
17012034,1-3,away
17626072,0-1,away
16834508,0-1,away
17572514,0-0,draw
12021589,0-0,draw
16832661,1-1,draw
17517383,2-1,home
16832666,0-1,away
17560895,0-2,away
17323787,1-1,draw
17004109,3-1,home
16727479,1-1,draw
17001030,2-0,home
16486792,3-3,draw
16839606,0-1,away
16576211,1-1,draw
16899157,0-2,away
16475156,1-2,away
16576213,1-0,home
16576219,1-0,home
16576216,1-2,away
16950503,2-1,home
16950502,3-2,home
16950498,0-3,away
16924666,0-0,draw
17624109,1-1,draw
16840434,2-2,draw
16840430,4-1,home
16614844,1-2,away
16294432,3-2,home
16614851,1-4,away
17554947,1-1,draw
16953409,0-1,away
17554935,0-2,away
17271733,4-0,home
17554924,1-1,draw
17554923,2-2,draw
17554888,1-4,away
17554899,2-1,home
17554900,2-0,home
17554936,0-0,draw
12003496,2-0,home
17554912,1-0,home
17554911,3-0,home
17554948,1-1,draw
16888609,1-0,home
16888610,2-1,home
16935246,4-1,home
17162730,0-2,away
16774000,1-2,away
17572511,2-2,draw
17227497,1-1,draw
16705315,0-5,away
16887756,1-0,home
17054252,0-1,away
16887754,1-1,draw
16887755,0-4,away
16614499,2-2,draw
16689225,0-6,away
16773745,3-1,home
17154618,1-2,away
12058237,7-1,home
12058234,3-5,away
12058233,0-0,draw
16576218,1-0,home
16576217,0-1,away
11991239,1-3,away
16950504,1-1,draw
16904712,0-1,away
16840130,1-1,draw
16689226,0-0,draw
17517298,0-0,draw
17619871,4-1,home
17082911,0-0,draw
16475366,0-0,draw
16475365,1-0,home
16475364,1-1,draw
17638578,1-2,away
16475362,2-0,home
16727022,3-3,draw
16759981,3-3,draw
16614846,2-0,home
16614850,2-2,draw
16481459,0-1,away
17055440,1-1,draw
17538932,0-0,draw
16924672,2-0,home
17156245,2-0,home
17056794,0-0,draw
17048082,0-0,draw
17572518,2-2,draw
17495567,1-1,draw
17162731,3-3,draw
17469441,2-1,home
17465819,1-0,home
17626414,0-1,away
11991241,4-0,home
17517301,2-2,draw
17535587,1-2,away
12025392,2-1,home
12025393,0-1,away
12025396,2-2,draw
17572517,1-1,draw
12000425,1-1,draw
17317904,0-0,draw
17626415,2-0,home
11991234,1-0,home
17634200,4-1,home
17495569,1-1,draw
17535575,0-1,away
12025394,1-1,draw
12000424,2-1,home
16494226,1-0,home
17639733,2-1,home
16494227,1-1,draw
12017091,2-1,home
12017189,1-2,away
17639736,2-1,home
17624086,4-1,home
12017092,1-1,draw
12017187,1-2,away
12070873,2-0,home
12013382,7-1,home
17640307,2-1,home
12070874,0-1,away
17221765,0-5,away
12070872,1-2,away
17520490,3-1,home
12010151,4-1,home
12009991,1-2,away
17639722,0-0,draw
16671974,0-1,away
17614325,0-7,away
17520477,2-1,home
17614346,9-0,home
17614305,2-2,draw
16454045,2-1,home
17520476,1-2,away
17455934,4-0,home
17221767,6-0,home
17221766,1-1,draw
16454049,1-2,away
16454046,2-0,home
17001034,1-2,away
17455935,0-7,away
17342038,0-1,away
17342036,7-2,home
16923883,1-1,draw
17342034,1-4,away
17001038,1-0,home
17001037,0-1,away
17001036,0-0,draw
17520491,3-4,away
17520478,1-2,away
17000892,2-3,away
12004632,2-2,draw
17000888,5-3,home
16454047,0-3,away
17520492,2-3,away
17001035,1-2,away
12013035,1-1,draw
12013033,1-7,away
16494439,1-1,draw
17495501,4-0,home
17355788,3-0,home
16775640,3-1,home
16924328,4-2,home
17001031,0-0,draw
16864299,1-0,home
16775635,1-2,away
16775636,4-2,home
17243745,3-1,home
17560395,1-4,away
17495503,1-1,draw
17090485,0-1,away
17130144,4-1,home
17624110,3-6,away
17305543,1-3,away
17614351,1-4,away
17012033,1-1,draw
17012032,0-1,away
17004106,2-2,draw
17267826,4-3,home
17614327,9-1,home
17614331,9-0,home
17614333,2-1,home
16671982,0-4,away
17056193,0-3,away
17056192,1-1,draw
17243214,1-0,home
17645747,0-1,away
17626034,0-3,away
17626035,1-3,away
16924329,3-1,home
16834504,0-4,away
16924323,4-0,home
16834509,2-0,home
16775638,1-1,draw
17125777,0-0,draw
16671973,2-2,draw
16294380,1-0,home
12045233,0-1,away
17495502,0-3,away
17614326,1-0,home
17614324,5-1,home
17267824,1-2,away
16494438,4-0,home
16495308,3-1,home
16672197,3-1,home
14069030,0-2,away
14069032,0-3,away
16725415,2-2,draw
17132716,1-2,away
12006768,1-1,draw
17213362,0-2,away
17213364,6-1,home
16834309,2-2,draw
17243215,1-3,away
17639884,1-2,away
16832664,0-2,away
16832662,2-1,home
16832665,4-0,home
16495311,3-2,home
16858488,0-0,draw
16775128,1-1,draw
16832030,0-0,draw
16775133,0-0,draw
16832024,4-1,home
16832979,2-4,away
16775130,1-2,away
16840432,0-0,draw
13616513,2-1,home
13705785,0-0,draw
16495307,0-2,away
16840433,0-2,away
12003514,6-1,home
12003800,2-1,home
13616509,2-0,home
13616510,4-1,home
16294250,0-3,away
13616511,3-1,home
16840438,1-1,draw
13616514,3-2,home
13705781,3-2,home
13705782,1-1,draw
13705783,3-0,home
13705784,1-1,draw
13616512,2-1,home
16775124,0-0,draw
12003666,0-2,away
16899159,3-3,draw
17132951,2-2,draw
17135759,4-0,home
17135763,1-2,away
17135810,1-2,away
17222232,4-0,home
17222280,1-1,draw
17222321,0-2,away
17268187,5-0,home
17268188,0-1,away
17421901,1-2,away
16888209,1-4,away
17421902,3-0,home
17125544,1-1,draw
16575978,0-0,draw
17560396,0-1,away
17157796,1-1,draw
17157799,2-0,home
17126200,3-2,home
12018721,4-1,home
17132950,5-1,home
16487158,3-0,home
17126201,1-4,away
16671975,1-2,away
17125537,0-0,draw
17125536,1-2,away
17125538,2-0,home
17243746,2-1,home
17132949,2-1,home
17125539,1-4,away
17125540,2-1,home
17125779,1-1,draw
17125780,1-0,home
17056519,2-1,home
17056188,4-2,home
17126197,6-1,home
17126199,2-1,home
17131431,3-0,home
16832976,3-1,home
16775642,3-1,home
17131432,6-1,home
16671980,3-0,home
16671979,3-2,home
17131434,1-0,home
17126196,1-1,draw
12045234,3-2,home
17355787,1-1,draw
17491343,3-0,home
16833718,1-0,home
16997448,1-0,home
17125995,2-0,home
17125994,0-3,away
17125991,1-1,draw
17125990,2-0,home
17125989,1-2,away
17125988,3-4,away
16997449,3-0,home
17125996,1-1,draw
16888210,1-2,away
16834822,0-2,away
16887519,1-1,draw
16887518,2-1,home
16887515,2-1,home
16887513,1-0,home
16858489,1-2,away
16858487,1-1,draw
16858481,4-2,home
16834821,0-1,away
16576102,0-1,away
16576097,1-1,draw
16575981,1-0,home
16575980,0-0,draw
16575976,1-0,home
16887520,3-0,home
16833715,0-2,away
16715876,1-2,away
16833710,1-0,home
16833709,0-1,away
17619857,0-7,away
11984486,1-1,draw
16715873,2-2,draw
16715874,1-3,away
16904715,4-0,home
16715875,3-0,home
16715878,2-2,draw
16924669,1-3,away
16834507,2-1,home
16833714,3-2,home
16953414,0-3,away
17323788,3-4,away
16917035,0-0,draw
17491339,3-1,home
17004101,1-1,draw
16746981,3-1,home
16746979,0-0,draw
16746977,1-0,home
16727480,2-3,away
16689227,3-2,home
16623613,3-0,home
16623611,1-2,away
16746985,2-1,home
17156240,2-0,home
12003596,2-1,home
17645750,0-0,draw
17156243,1-1,draw
11997010,3-2,home
11997008,2-0,home
17645752,1-1,draw
17645749,0-1,away
17645748,0-1,away
12003847,1-2,away
16832978,1-3,away
17156237,1-2,away
17645751,2-2,draw
16945038,3-0,home
16945034,2-1,home
16944734,0-0,draw
16944733,0-2,away
16944732,0-0,draw
16944729,1-1,draw
16935252,6-1,home
16935251,2-1,home
17004105,1-1,draw
16935250,1-2,away
16924241,2-1,home
16924236,5-0,home
17125782,0-1,away
16888611,1-2,away
16888212,1-1,draw
17125783,1-1,draw
16888211,1-0,home
17125784,0-3,away
16935249,2-1,home
17645613,2-6,away
12003445,5-2,home
17638509,4-0,home
16832381,0-0,draw
16775641,0-0,draw
16671977,5-0,home
16671972,2-5,away
16486798,1-0,home
16486794,1-2,away
16486793,0-1,away
17268098,2-1,home
17055434,1-1,draw
16614848,2-5,away
17491344,2-0,home
17155327,2-0,home
17395104,2-2,draw
16834506,1-1,draw
16614208,2-1,home
17638508,1-0,home
16839610,1-0,home
16839413,1-2,away
16839409,1-0,home
17633928,2-0,home
16839408,3-0,home
16839412,2-1,home
11984375,0-0,draw
11984374,2-1,home
17572478,1-0,home
16747188,2-2,draw
17619856,2-1,home
17626073,0-0,draw
16944873,3-0,home
16944871,2-3,away
17640020,2-2,draw
16834312,3-0,home
16725416,1-1,draw
16944869,0-0,draw
16834310,2-1,home
16521874,6-2,home
16727478,0-0,draw
16294243,4-0,home
16777436,4-1,home
16777440,0-0,draw
17212360,1-1,draw
16789953,0-1,away
16864527,1-3,away
17082906,2-0,home
17125541,2-1,home
17212358,1-1,draw
17212359,0-0,draw
17213046,0-1,away
17108842,1-1,draw
16210401,2-0,home
17560397,2-3,away
16481840,2-1,home
16210398,2-1,home
16481835,0-0,draw
12003789,4-2,home
12056606,4-0,home
12056605,3-2,home
12056604,1-1,draw
12056603,3-4,away
16834510,2-0,home
16210396,1-3,away
17455844,0-0,draw
12021584,4-1,home
12056607,4-1,home
11994869,0-7,away
16475155,1-0,home
11984373,4-1,home
11997013,0-1,away
11994939,4-0,home
11994848,2-0,home
16671981,0-0,draw
11994868,1-4,away
16671978,2-0,home
12003669,0-2,away
17212277,0-3,away
17517385,2-1,home
16840129,0-3,away
16840128,2-2,draw
17132809,1-0,home
16840124,3-0,home
13528859,1-1,draw
13528857,3-0,home
13528855,0-0,draw
13528843,3-1,home
16840131,2-2,draw
16840127,5-0,home
17323789,1-3,away
17202883,1-0,home
17133025,3-1,home
17221101,3-1,home
17268279,1-0,home
16486797,5-0,home
17245836,0-1,away
17245834,3-1,home
17245833,4-1,home
17244818,0-2,away
17244506,0-0,draw
17244006,1-1,draw
16486796,1-0,home
17212724,0-5,away
17152031,1-0,home
16486800,3-2,home
17202995,0-0,draw
17056796,0-1,away
16775637,3-1,home
16486795,0-1,away
17155344,1-1,draw
17619859,1-2,away
16839608,0-0,draw
12020378,1-0,home
16524219,3-2,home
16524218,0-2,away
11990981,2-0,home
17152411,1-0,home
17624050,3-3,draw
17619889,0-1,away
17619888,1-2,away
17619887,6-2,home
17619886,2-2,draw
17619885,2-2,draw
17619882,0-2,away
17619881,3-1,home
17619879,1-1,draw
17619878,2-0,home
17619876,0-0,draw
17619873,0-1,away
17619872,3-2,home
17619870,1-1,draw
17619869,3-1,home
17619866,0-1,away
17619863,2-1,home
17619860,1-2,away
16689228,2-4,away
17619858,1-2,away
17619855,1-2,away
17619854,2-3,away
17619851,1-2,away
16839607,1-2,away
16912089,7-0,home
16832380,1-2,away
17619853,0-1,away
16953416,0-0,draw
17421881,2-1,home
12003762,3-1,home
17155333,2-2,draw
16904711,1-1,draw
16953417,3-2,home
17054250,0-1,away
17132715,0-1,away
17054254,1-2,away
17054257,1-1,draw
17242165,1-2,away
17242163,4-4,draw
17108840,8-1,home
17154153,1-2,away
17242162,3-0,home
17154154,1-2,away
17154155,2-3,away
17154160,2-3,away
11997011,1-7,away
17242161,0-0,draw
17154162,0-4,away
17155324,1-1,draw
17242160,1-4,away
17155328,0-3,away
17221107,0-1,away
17155329,1-0,home
16953415,2-1,home
17421882,1-1,draw
17156239,3-0,home
16953412,1-0,home
16727026,5-0,home
16727527,5-0,home
16727528,3-0,home
16727529,2-1,home
16727530,3-2,home
16727531,2-2,draw
16953413,2-0,home
16727666,2-3,away
16727667,0-5,away
16727668,0-1,away
16727669,2-0,home
16727024,0-0,draw
16727670,2-0,home
16924668,4-1,home
16727023,1-1,draw
16465840,0-0,draw
17048088,2-0,home
16953406,1-3,away
12003795,2-1,home
16953407,3-1,home
16953408,0-0,draw
16953410,0-2,away
16953411,1-1,draw
16899158,1-0,home
16727025,2-1,home
17477438,0-0,draw
17055432,5-2,home
16759982,5-5,draw
16614500,2-4,away
16614845,2-3,away
17271517,1-1,draw
17267915,1-1,draw
17242562,2-2,draw
17203576,0-1,away
17268577,2-3,away
17244703,3-0,home
16832983,1-0,home
17227699,1-1,draw
16475158,1-1,draw
17271952,1-1,draw
17281491,3-3,draw
16495306,1-2,away
17125534,0-1,away
17242568,1-0,home
17560398,1-1,draw
17572513,3-2,home
16832669,3-0,home
16672298,0-0,draw
17626074,1-1,draw
17245839,3-1,home
12003407,4-0,home
16672299,0-2,away
16481455,0-2,away
16832667,1-3,away
16725413,0-1,away
16672300,5-0,home
16672301,0-1,away
16923651,0-1,away
16923650,0-0,draw
17012035,1-1,draw
17004107,0-2,away
16923652,2-0,home
16864530,1-1,draw
17081146,0-0,draw
17213893,5-0,home
16294246,2-1,home
12021587,3-1,home
16725146,3-1,home
16294244,1-0,home
16294247,0-1,away
17250034,3-0,home
17245842,2-0,home
17517387,1-1,draw
17517386,3-2,home
16614210,2-1,home
17323790,2-0,home
17244285,0-3,away
17271955,1-0,home
16524217,0-0,draw
17268465,0-2,away
16832383,4-3,home
16777439,0-1,away
17202586,3-0,home
16486799,1-2,away
17183020,3-0,home
17244507,3-3,draw
17082904,0-3,away
17202882,2-1,home
17244505,1-1,draw
17054063,1-1,draw
17056800,1-0,home
16832981,4-0,home
16839605,0-4,away
16759978,1-1,draw
17055437,1-0,home
17619875,1-5,away
17213052,2-0,home
16924667,4-1,home
17271949,1-1,draw
17202775,2-1,home
17242164,0-0,draw
16840123,2-3,away
17477439,0-1,away
16905151,1-0,home
17054255,2-1,home
16614501,3-2,home
16481841,4-5,away
16481838,2-1,home
16481837,2-1,home
11984489,2-3,away
16481836,0-3,away
16135477,1-1,draw
16135476,1-1,draw
16135474,1-4,away
16135473,2-2,draw
16135472,1-1,draw
11984488,2-2,draw
12027826,2-1,home
16135471,4-3,home
16481839,0-1,away
16481843,0-1,away
17202774,1-0,home
17619893,3-1,home
17156238,0-1,away
12027630,1-1,draw
12026484,0-0,draw
16475157,0-0,draw
16481842,3-4,away
12026480,0-1,away
17155053,1-2,away
17155052,0-9,away
17155033,2-1,home
17071917,2-0,home
17154993,0-0,draw
16481844,2-2,draw
16631722,0-0,draw
17155032,4-2,home
17048080,2-1,home
17071916,0-1,away
17469443,1-0,home
17242563,2-1,home
17572510,1-1,draw
12027631,2-1,home
16614207,1-0,home
12027825,0-5,away
16521878,3-1,home
16725157,0-0,draw
12027687,1-1,draw
12027578,2-1,home
12027731,1-1,draw
12027773,1-1,draw
17132810,2-0,home
12026482,1-0,home
17269390,1-3,away
16832379,0-0,draw
17639865,1-0,home
12025395,3-0,home
17196865,2-0,home
17317905,1-0,home
17535623,1-0,home
12027883,1-0,home
17154992,1-1,draw
16950501,0-3,away
17633931,3-0,home
12000422,1-0,home
12025390,0-1,away
17183018,1-2,away
17212365,3-2,home
16904714,4-1,home
16759983,1-2,away
16773746,1-3,away
17082910,0-0,draw
12027881,0-0,draw
16904528,1-0,home
17538933,3-0,home
17317734,0-2,away
17317733,0-2,away
17056798,2-1,home
12027775,5-0,home
17317722,2-1,home
16614506,0-2,away
17317721,0-3,away
16924674,1-0,home
16481458,3-0,home
12026483,2-0,home
17055431,4-0,home
12026391,7-0,home
12026392,1-1,draw
17048084,0-4,away
17572509,0-0,draw
17619891,1-2,away
17246449,2-1,home
12027535,1-1,draw
12025017,2-1,home
17517322,3-0,home
12027884,1-1,draw
17477517,2-0,home
12027827,5-1,home
17626416,1-1,draw
17535576,2-0,home
11991237,0-2,away
12000426,2-2,draw
12025389,1-1,draw
12025018,2-1,home
12027629,0-4,away
12026393,2-0,home
17640601,2-0,home
17538934,0-2,away
17246425,2-1,home
17640602,1-1,draw
16494234,0-1,away
16494228,3-1,home
17572512,0-2,away
17517300,1-2,away
17626417,3-1,home
17196872,0-3,away
12000427,2-0,home
12025013,1-1,draw
12025398,0-0,draw
17477518,0-2,away
11991236,4-2,home
17535622,2-1,home
16494229,1-1,draw
17162734,1-0,home
17246437,0-3,away
17640156,5-1,home
16887855,1-1,draw
12000421,0-2,away
17640157,2-2,draw
16904531,4-1,home
16494230,1-2,away
12013383,0-0,draw
12013381,3-5,away
12010220,4-1,home
12010146,0-0,draw
12044736,2-1,home
12017188,0-1,away
12010269,1-1,draw
17638579,1-0,home
12010085,0-0,draw
12009319,0-3,away
12044737,1-0,home
17221768,2-0,home
12009638,1-0,home
12009835,1-0,home
12017185,3-1,home
12017090,1-1,draw
12010178,1-1,draw
12010153,0-0,draw
17268844,2-1,home
12009594,1-2,away
12009804,2-4,away
12009702,1-1,draw
17624088,1-2,away
12010124,0-0,draw
12009392,2-1,home
12009821,0-1,away
12010138,0-2,away
12009811,1-0,home
12009790,1-5,away
17455936,2-3,away
17560011,3-3,draw
17560012,1-0,home
17560390,3-0,home
17560391,2-2,draw
17560392,1-1,draw
17560013,1-1,draw
12009688,1-0,home
17559754,1-0,home
17559753,1-3,away
17559752,0-3,away
12047178,1-1,draw
12047179,5-0,home
17614352,0-1,away
12047181,0-3,away
16454048,4-0,home
17614338,1-1,draw
17614340,0-1,away
17614337,2-0,home
17614332,0-5,away
17614335,2-3,away
17221769,0-1,away
12004636,2-4,away
12004633,0-1,away
16839410,3-3,draw
16950500,1-1,draw
12013068,4-0,home
17355790,2-0,home
17355789,0-0,draw
16944876,0-1,away
17153864,3-3,draw
17125535,3-1,home
17271736,1-0,home
17355785,0-1,away
17355786,0-4,away
17125786,1-4,away
16834827,2-1,home
16775399,0-2,away
12044735,1-1,draw
12009886,1-2,away
17614334,1-4,away
16839414,0-2,away
17614329,1-1,draw
17614339,2-0,home
16576803,1-1,draw
17560399,1-5,away
16576801,0-4,away
17271957,1-1,draw
17004102,2-2,draw
17004110,2-0,home
17012031,2-2,draw
16917030,0-0,draw
17268578,2-0,home
17245710,0-0,draw
17245709,1-2,away
17245708,3-2,home
